cluster_column,mutation,cluster_count,distinct_clusters,dataset_name
genetic_label_for_Nextstrain_clade,28281T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28282A,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28311T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,2832G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28362-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29834A,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28363-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28365-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28366-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28367-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28368-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28369-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28370-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28461G,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28364-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29835-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29836-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29837-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6514-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6515-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6613G,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6954C,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,7-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,7124T,1,4,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,733C,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6513-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,8-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,8986T,1,4,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,9-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,9053T,1,4,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,913T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,9891T,2,"7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29854-,6,"0,2,4,5,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29853-,6,"0,2,4,5,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,8393A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28271-,4,"2,4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6402T,1,4,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29838-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29839-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29840-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29841-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29842-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29843-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29844-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,6319G,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29845-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29847-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29848-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29849-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29850-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29851-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29852-,6,"0,2,4,5,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,5986T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29846-,3,"0,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28253-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28252-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28251-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22992A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22995A,4,"0,4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23012A,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23013C,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23040G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23048A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22917G,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23055G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23075C,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23202A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23271A,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23525T,2,"0,1",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23599G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23604A,2,"0,2",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23604G,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23063T,3,"0,1,2",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23709T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22898A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22813T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22030-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22031-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22032-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22033-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22034-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22132T,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22194-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22882G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22195-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22227T,1,7,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22578A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22673C,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22674T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22679C,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22686T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22812C,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22196-,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,22-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23854A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26767C,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27259C,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,2749T,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27638C,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27739T,1,8,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27752T,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26709A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27807T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28048T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28111G,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28167A,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28248-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28249-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,28250-,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,27972T,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,23948T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26577G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26270T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24130A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24410A,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24424T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24469A,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24503T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24506G,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24642T,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26530G,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,24914C,1,2,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25000T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25088T,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25469T,3,"4,7,8",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25563T,1,9,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25584T,1,0,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,26149C,1,1,sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,25-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,29855-,8,"0,1,2,3,4,5,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,1-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
genetic_label_for_Nextstrain_clade,10-,9,"0,1,2,3,4,5,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,733C,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23525T,2,"0,2",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23599G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23604A,2,"0,1",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23604G,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23664T,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23709T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23854A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23948T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24130A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,241T,14,"0,1,10,11,12,13,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24410A,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24424T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24469A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24503T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24506G,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24642T,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,24914C,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25000T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25088T,2,"2,7",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25469T,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23403G,15,"0,1,10,11,12,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25563T,4,"15,6,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23401A,1,11,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23202A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22289-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22290-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22291-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22578A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22673C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22674T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22679C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22686T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22812C,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22813T,2,"0,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22882G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22898A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22917G,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22992A,2,"0,11",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22995A,3,"0,3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23012A,3,"2,6,7",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23013C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23040G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23048A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23055G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23063T,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23075C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,23271A,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25584T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25904T,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,25907T,2,"8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28251-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28252-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28253-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28253T,2,"6,7",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28271-,3,"1,3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28271T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28280C,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28281T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28282A,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28311T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28250-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,2832G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28363-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28364-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28365-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28366-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28367-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28368-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28369-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28370-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28461G,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28472T,2,"8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28362-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28249-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28248-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28167A,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26149C,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26270T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26456T,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26530G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26577G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26709A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26767C,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,26801G,1,10,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,2692T,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27259C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,2749T,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27638C,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27752T,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27807T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27874T,1,4,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27944T,1,10,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27964T,2,"8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,27972T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28048T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28111G,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22288-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22287-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22286-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22285-,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,1163T,1,11,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11824T,1,7,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,12-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,12053T,1,7,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,12778T,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,12964G,1,7,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,13-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,13195C,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,13860T,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,14-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11537G,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,14408T,15,"0,1,10,11,12,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,15-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,15240T,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,15279T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,15451A,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,16-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,16176C,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,16466T,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,16647T,1,11,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,17-,12,"0,1,11,13,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,17259T,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,14676T,1,1,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11514T,1,3,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11418C,1,3,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11332G,1,4,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,7124T,1,4,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,1-,14,"0,1,11,13,14,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10029T,2,"0,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10319T,2,"8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10323G,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10449A,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,1059T,3,"6,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,10667G,1,7,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11-,13,"0,1,11,13,15,2,3,4,5,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11201G,1,4,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11285-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11286-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11287-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11288-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11289-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11290-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11291-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11292-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11293-,4,"0,1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11294-,3,"1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11295-,3,"1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,11296-,3,"1,2,6",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,174T,1,6,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,28512G,1,2,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,18-,12,"0,1,11,13,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,18424G,2,"8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21989-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21990-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21991-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21992-,2,"0,1",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21993-,2,"0,1",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21994-,2,"0,1",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,21995-,1,0,sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22-,11,"0,1,11,15,2,3,4,6,7,8,9",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22029-,2,"3,4",sars-cov-2-2020-2022
mds_label_for_Nextclade_pango_collapsed,22030-,2,"3,4",sars-cov-2-2020-2022
